0,1,2,3,4
Age_30.0s,Sleep_6h,Activity_Low,Caffeine_Medium,Stress_High
Age_40.0s,Sleep_8h,Activity_Low,Caffeine_Medium,Stress_Moderate
Age_50.0s,Sleep_4h,Activity_High,Caffeine_High,Stress_High
Age_50.0s,Sleep_4h,Activity_Medium,Caffeine_High,Stress_Moderate
Age_40.0s,Sleep_4h,Activity_Low,Caffeine_Medium,Stress_Moderate
Age_40.0s,Sleep_8h,Activity_Low,Caffeine_Medium,Stress_High
Age_20.0s,Sleep_6h,Activity_High,Caffeine_Low,Stress_Low
Age_60.0s,Sleep_4h,Activity_Low,Caffeine_Medium,Stress_High
Age_30.0s,Sleep_6h,Activity_High,Caffeine_High,Stress_Moderate
Age_20.0s,Sleep_6h,Activity_High,Caffeine_Low,Stress_Low
Age_20.0s,Sleep_4h,Activity_Low,Caffeine_Medium,Stress_Low
Age_50.0s,Sleep_10h,Activity_High,Caffeine_High,Stress_Moderate
Age_20.0s,Sleep_8h,Activity_Medium,Caffeine_Medium,Stress_Low
Age_50.0s,Sleep_6h,Activity_Medium,Caffeine_Low,Stress_Moderate
Age_50.0s,Sleep_8h,Activity_Low,Caffeine_High,Stress_Moderate
Age_10.0s,Sleep_6h,Activity_Low,Caffeine_High,Stress_High
Age_50.0s,Sleep_8h,Activity_High,Caffeine_High,Stress_Moderate
Age_30.0s,Sleep_4h,Activity_High,Caffeine_High,Stress_High
Age_40.0s,Sleep_6h,Activity_Medium,Caffeine_Medium,Stress_High
Age_20.0s,Sleep_2h,Activity_Low,Caffeine_Low,Stress_Low
Age_20.0s,Sleep_4h,Activity_High,Caffeine_Medium,Stress_Moderate
Age_50.0s,Sleep_4h,Activity_Medium,Caffeine_Low,Stress_Low
Age_50.0s,Sleep_6h,Activity_Medium,Caffeine_High,Stress_Moderate
Age_30.0s,Sleep_6h,Activity_Low,Caffeine_Low,Stress_Moderate
Age_40.0s,Sleep_6h,Activity_High,Caffeine_Medium,Stress_High
Age_50.0s,Sleep_8h,Activity_Medium,Caffeine_High,Stress_Low
Age_30.0s,Sleep_2h,Activity_Low,Caffeine_Medium,Stress_High
Age_50.0s,Sleep_4h,Activity_Medium,Caffeine_Medium,Stress_High
Age_20.0s,Sleep_4h,Activity_High,Caffeine_Medium,Stress_Low
Age_30.0s,Sleep_4h,Activity_Medium,Caffeine_High,Stress_Moderate
Age_30.0s,Sleep_6h,Activity_High,Caffeine_High,Stress_Low
Age_40.0s,Sleep_8h,Activity_Medium,Caffeine_Medium,Stress_Moderate
Age_20.0s,Sleep_4h,Activity_High,Caffeine_High,Stress_Moderate
Age_40.0s,Sleep_8h,Activity_High,Caffeine_Medium,Stress_Moderate
Age_60.0s,Sleep_8h,Activity_High,Caffeine_Medium,Stress_Low
Age_50.0s,Sleep_4h,Activity_High,Caffeine_Medium,Stress_Low
Age_40.0s,Sleep_6h,Activity_Low,Caffeine_High,Stress_High
Age_30.0s,Sleep_2h,Activity_High,Caffeine_Low,Stress_Moderate
Age_50.0s,Sleep_8h,Activity_Medium,Caffeine_High,Stress_High
Age_20.0s,Sleep_4h,Activity_Medium,Caffeine_High,Stress_Moderate
Age_50.0s,Sleep_6h,Activity_Low,Caffeine_Medium,Stress_Low
Age_50.0s,Sleep_6h,Activity_High,Caffeine_High,Stress_High
Age_30.0s,Sleep_8h,Activity_Medium,Caffeine_Low,Stress_Low
Age_40.0s,Sleep_6h,Activity_Low,Caffeine_Low,Stress_Low
Age_50.0s,Sleep_2h,Activity_High,Caffeine_High,Stress_High
Age_50.0s,Sleep_6h,Activity_Low,Caffeine_Medium,Stress_High
Age_40.0s,Sleep_8h,Activity_Medium,Caffeine_Medium,Stress_High
Age_30.0s,Sleep_6h,Activity_High,Caffeine_Medium,Stress_Moderate
Age_50.0s,Sleep_8h,Activity_High,Caffeine_High,Stress_Moderate
Age_40.0s,Sleep_8h,Activity_Low,Caffeine_Low,Stress_High
Age_30.0s,Sleep_6h,Activity_High,Caffeine_High,Stress_High
Age_50.0s,Sleep_4h,Activity_Medium,Caffeine_High,Stress_Moderate
Age_60.0s,Sleep_2h,Activity_Low,Caffeine_Low,Stress_Low
Age_10.0s,Sleep_8h,Activity_High,Caffeine_High,Stress_Moderate
Age_30.0s,Sleep_8h,Activity_High,Caffeine_Medium,Stress_Moderate
Age_50.0s,Sleep_4h,Activity_High,Caffeine_High,Stress_High
Age_50.0s,Sleep_6h,Activity_High,Caffeine_Low,Stress_High
Age_50.0s,Sleep_8h,Activity_High,Caffeine_High,Stress_High
Age_20.0s,Sleep_6h,Activity_Medium,Caffeine_Medium,Stress_High
Age_20.0s,Sleep_8h,Activity_Medium,Caffeine_Medium,Stress_High
Age_20.0s,Sleep_2h,Activity_High,Caffeine_High,Stress_High
Age_20.0s,Sleep_8h,Activity_High,Caffeine_Medium,Stress_Low
Age_20.0s,Sleep_4h,Activity_Medium,Caffeine_Low,Stress_High
Age_50.0s,Sleep_6h,Activity_Medium,Caffeine_High,Stress_High
Age_30.0s,Sleep_6h,Activity_High,Caffeine_Medium,Stress_Low
Age_60.0s,Sleep_6h,Activity_High,Caffeine_High,Stress_Moderate
Age_40.0s,Sleep_6h,Activity_High,Caffeine_Low,Stress_High
Age_50.0s,Sleep_8h,Activity_Low,Caffeine_Medium,Stress_High
Age_40.0s,Sleep_6h,Activity_Medium,Caffeine_Low,Stress_Moderate
Age_50.0s,Sleep_6h,Activity_High,Caffeine_Medium,Stress_Low
Age_40.0s,Sleep_4h,Activity_Low,Caffeine_High,Stress_High
Age_50.0s,Sleep_8h,Activity_High,Caffeine_High,Stress_Low
Age_40.0s,Sleep_2h,Activity_Low,Caffeine_Low,Stress_High
Age_50.0s,Sleep_6h,Activity_High,Caffeine_Low,Stress_High
Age_50.0s,Sleep_2h,Activity_High,Caffeine_Medium,Stress_Moderate
Age_50.0s,Sleep_6h,Activity_High,Caffeine_Medium,Stress_High
Age_40.0s,Sleep_4h,Activity_High,Caffeine_Medium,Stress_Low
Age_50.0s,Sleep_8h,Activity_High,Caffeine_Low,Stress_Moderate
Age_20.0s,Sleep_2h,Activity_High,Caffeine_Medium,Stress_Low
Age_30.0s,Sleep_4h,Activity_High,Caffeine_High,Stress_Low
Age_10.0s,Sleep_8h,Activity_High,Caffeine_Medium,Stress_High
Age_20.0s,Sleep_4h,Activity_High,Caffeine_Medium,Stress_High
Age_20.0s,Sleep_8h,Activity_High,Caffeine_Low,Stress_High
Age_20.0s,Sleep_8h,Activity_Low,Caffeine_Medium,Stress_Low
Age_50.0s,Sleep_8h,Activity_High,Caffeine_High,Stress_High
Age_50.0s,Sleep_4h,Activity_High,Caffeine_Low,Stress_Moderate
Age_30.0s,Sleep_4h,Activity_High,Caffeine_Low,Stress_Low
Age_40.0s,Sleep_4h,Activity_Low,Caffeine_Medium,Stress_High
Age_60.0s,Sleep_4h,Activity_Low,Caffeine_High,Stress_High
Age_50.0s,Sleep_2h,Activity_Low,Caffeine_High,Stress_Moderate
Age_60.0s,Sleep_8h,Activity_Medium,Caffeine_High,Stress_High
Age_40.0s,Sleep_6h,Activity_Medium,Caffeine_High,Stress_Moderate
Age_30.0s,Sleep_4h,Activity_High,Caffeine_High,Stress_Low
Age_40.0s,Sleep_4h,Activity_High,Caffeine_High,Stress_High
Age_20.0s,Sleep_6h,Activity_Medium,Caffeine_Medium,Stress_Moderate
Age_20.0s,Sleep_4h,Activity_High,Caffeine_Medium,Stress_Moderate
Age_40.0s,Sleep_8h,Activity_High,Caffeine_High,Stress_High
Age_60.0s,Sleep_4h,Activity_Low,Caffeine_High,Stress_Moderate
Age_20.0s,Sleep_8h,Activity_High,Caffeine_High,Stress_High
Age_20.0s,Sleep_6h,Activity_Low,Caffeine_Medium,Stress_Moderate
Age_60.0s,Sleep_8h,Activity_High,Caffeine_Low,Stress_High
Age_10.0s,Sleep_2h,Activity_High,Caffeine_Medium,Stress_Moderate
Age_40.0s,Sleep_2h,Activity_High,Caffeine_Low,Stress_High
Age_40.0s,Sleep_6h,Activity_High,Caffeine_High,Stress_Low
Age_50.0s,Sleep_8h,Activity_Medium,Caffeine_High,Stress_High
Age_50.0s,Sleep_8h,Activity_High,Caffeine_High,Stress_Low
Age_40.0s,Sleep_6h,Activity_Medium,Caffeine_High,Stress_High
Age_60.0s,Sleep_2h,Activity_High,Caffeine_Medium,Stress_High
Age_40.0s,Sleep_4h,Activity_High,Caffeine_Medium,Stress_Moderate
Age_20.0s,Sleep_4h,Activity_Medium,Caffeine_High,Stress_High
Age_30.0s,Sleep_6h,Activity_High,Caffeine_High,Stress_Moderate
Age_20.0s,Sleep_4h,Activity_Medium,Caffeine_Medium,Stress_High
Age_20.0s,Sleep_4h,Activity_High,Caffeine_Medium,Stress_Low
Age_50.0s,Sleep_6h,Activity_High,Caffeine_High,Stress_High
Age_50.0s,Sleep_8h,Activity_High,Caffeine_High,Stress_High
Age_20.0s,Sleep_6h,Activity_High,Caffeine_Medium,Stress_High
Age_20.0s,Sleep_6h,Activity_Medium,Caffeine_High,Stress_Moderate
Age_40.0s,Sleep_8h,Activity_Low,Caffeine_High,Stress_High
Age_60.0s,Sleep_4h,Activity_High,Caffeine_Medium,Stress_High
Age_40.0s,Sleep_2h,Activity_High,Caffeine_High,Stress_High
Age_60.0s,Sleep_8h,Activity_Low,Caffeine_Medium,Stress_Moderate
Age_60.0s,Sleep_6h,Activity_High,Caffeine_Low,Stress_High
Age_20.0s,Sleep_6h,Activity_High,Caffeine_Medium,Stress_High
Age_40.0s,Sleep_4h,Activity_Low,Caffeine_Low,Stress_Low
Age_30.0s,Sleep_6h,Activity_Medium,Caffeine_Medium,Stress_High
Age_50.0s,Sleep_6h,Activity_Low,Caffeine_Low,Stress_High
Age_30.0s,Sleep_4h,Activity_Medium,Caffeine_Medium,Stress_High
Age_40.0s,Sleep_6h,Activity_High,Caffeine_High,Stress_Moderate
Age_50.0s,Sleep_4h,Activity_Low,Caffeine_High,Stress_Moderate
Age_60.0s,Sleep_8h,Activity_Medium,Caffeine_Medium,Stress_High
Age_50.0s,Sleep_8h,Activity_High,Caffeine_Medium,Stress_Moderate
Age_60.0s,Sleep_8h,Activity_High,Caffeine_High,Stress_Moderate
Age_20.0s,Sleep_8h,Activity_High,Caffeine_Medium,Stress_High
Age_60.0s,Sleep_4h,Activity_Low,Caffeine_Low,Stress_High
Age_50.0s,Sleep_8h,Activity_High,Caffeine_High,Stress_Low
Age_20.0s,Sleep_4h,Activity_Medium,Caffeine_High,Stress_Moderate
Age_20.0s,Sleep_8h,Activity_Medium,Caffeine_High,Stress_High
Age_50.0s,Sleep_4h,Activity_Low,Caffeine_Medium,Stress_Low
Age_20.0s,Sleep_8h,Activity_High,Caffeine_Medium,Stress_High
Age_50.0s,Sleep_2h,Activity_Medium,Caffeine_Medium,Stress_High
Age_40.0s,Sleep_4h,Activity_High,Caffeine_Medium,Stress_High
Age_40.0s,Sleep_8h,Activity_Low,Caffeine_Medium,Stress_High
Age_20.0s,Sleep_8h,Activity_Medium,Caffeine_High,Stress_High
Age_40.0s,Sleep_6h,Activity_Low,Caffeine_Low,Stress_Moderate
Age_30.0s,Sleep_6h,Activity_Medium,Caffeine_Medium,Stress_High
Age_50.0s,Sleep_4h,Activity_High,Caffeine_Medium,Stress_Low
Age_50.0s,Sleep_6h,Activity_Low,Caffeine_High,Stress_Moderate
Age_30.0s,Sleep_2h,Activity_Low,Caffeine_High,Stress_Moderate
Age_20.0s,Sleep_8h,Activity_High,Caffeine_Low,Stress_Moderate
Age_40.0s,Sleep_6h,Activity_Low,Caffeine_High,Stress_Low
Age_10.0s,Sleep_8h,Activity_Medium,Caffeine_High,Stress_High
Age_60.0s,Sleep_6h,Activity_Medium,Caffeine_High,Stress_High
Age_50.0s,Sleep_6h,Activity_High,Caffeine_High,Stress_Low
Age_30.0s,Sleep_6h,Activity_Low,Caffeine_Medium,Stress_High
Age_40.0s,Sleep_4h,Activity_High,Caffeine_Medium,Stress_High
Age_60.0s,Sleep_4h,Activity_High,Caffeine_High,Stress_High
Age_50.0s,Sleep_8h,Activity_Medium,Caffeine_Medium,Stress_Moderate
Age_40.0s,Sleep_4h,Activity_Low,Caffeine_High,Stress_Moderate
Age_10.0s,Sleep_6h,Activity_High,Caffeine_High,Stress_High
Age_50.0s,Sleep_2h,Activity_Medium,Caffeine_Low,Stress_High
Age_30.0s,Sleep_2h,Activity_Medium,Caffeine_Medium,Stress_High
Age_30.0s,Sleep_6h,Activity_Low,Caffeine_High,Stress_Moderate
Age_60.0s,Sleep_8h,Activity_Low,Caffeine_High,Stress_Low
Age_20.0s,Sleep_6h,Activity_High,Caffeine_High,Stress_Low
Age_20.0s,Sleep_4h,Activity_Medium,Caffeine_Medium,Stress_Low
Age_20.0s,Sleep_2h,Activity_High,Caffeine_High,Stress_Low
Age_40.0s,Sleep_8h,Activity_High,Caffeine_High,Stress_High
Age_50.0s,Sleep_6h,Activity_Medium,Caffeine_High,Stress_High
Age_50.0s,Sleep_8h,Activity_Low,Caffeine_High,Stress_Moderate
Age_40.0s,Sleep_2h,Activity_High,Caffeine_High,Stress_Moderate
Age_40.0s,Sleep_8h,Activity_Medium,Caffeine_High,Stress_Moderate
Age_20.0s,Sleep_8h,Activity_High,Caffeine_Medium,Stress_Moderate
Age_50.0s,Sleep_8h,Activity_High,Caffeine_High,Stress_Low
Age_10.0s,Sleep_2h,Activity_Medium,Caffeine_High,Stress_Low
Age_20.0s,Sleep_8h,Activity_Medium,Caffeine_High,Stress_High
Age_30.0s,Sleep_6h,Activity_Low,Caffeine_Medium,Stress_High
Age_40.0s,Sleep_6h,Activity_Medium,Caffeine_High,Stress_Moderate
Age_50.0s,Sleep_6h,Activity_High,Caffeine_High,Stress_Moderate
Age_40.0s,Sleep_8h,Activity_High,Caffeine_High,Stress_Moderate
Age_30.0s,Sleep_10h,Activity_Medium,Caffeine_High,Stress_High
Age_60.0s,Sleep_8h,Activity_High,Caffeine_Medium,Stress_High
Age_60.0s,Sleep_6h,Activity_Low,Caffeine_High,Stress_High
Age_40.0s,Sleep_6h,Activity_Low,Caffeine_High,Stress_Low
Age_40.0s,Sleep_6h,Activity_Medium,Caffeine_High,Stress_Low
Age_20.0s,Sleep_4h,Activity_High,Caffeine_Medium,Stress_Moderate
Age_20.0s,Sleep_4h,Activity_High,Caffeine_Medium,Stress_Moderate
Age_40.0s,Sleep_8h,Activity_Medium,Caffeine_Low,Stress_High
Age_50.0s,Sleep_2h,Activity_High,Caffeine_Medium,Stress_Moderate
Age_40.0s,Sleep_8h,Activity_Low,Caffeine_Medium,Stress_Low
Age_60.0s,Sleep_8h,Activity_Low,Caffeine_Medium,Stress_Moderate
Age_30.0s,Sleep_6h,Activity_High,Caffeine_High,Stress_High
Age_40.0s,Sleep_8h,Activity_Low,Caffeine_High,Stress_Moderate
Age_40.0s,Sleep_6h,Activity_Low,Caffeine_Medium,Stress_Low
Age_30.0s,Sleep_4h,Activity_Low,Caffeine_High,Stress_Moderate
Age_20.0s,Sleep_4h,Activity_Medium,Caffeine_Medium,Stress_High
Age_30.0s,Sleep_8h,Activity_High,Caffeine_Medium,Stress_High
Age_30.0s,Sleep_10h,Activity_High,Caffeine_High,Stress_High
Age_50.0s,Sleep_6h,Activity_High,Caffeine_Medium,Stress_Moderate
Age_30.0s,Sleep_4h,Activity_Low,Caffeine_Low,Stress_Moderate
Age_30.0s,Sleep_4h,Activity_High,Caffeine_High,Stress_Moderate
Age_40.0s,Sleep_6h,Activity_Medium,Caffeine_High,Stress_Moderate
Age_50.0s,Sleep_6h,Activity_High,Caffeine_High,Stress_High
Age_20.0s,Sleep_6h,Activity_High,Caffeine_Low,Stress_High
Age_10.0s,Sleep_8h,Activity_Medium,Caffeine_Low,Stress_Moderate
Age_40.0s,Sleep_8h,Activity_Low,Caffeine_High,Stress_High
Age_30.0s,Sleep_4h,Activity_High,Caffeine_High,Stress_High
Age_40.0s,Sleep_4h,Activity_Medium,Caffeine_Medium,Stress_High
Age_40.0s,Sleep_8h,Activity_Low,Caffeine_Medium,Stress_Moderate
Age_30.0s,Sleep_6h,Activity_Low,Caffeine_High,Stress_Low
Age_40.0s,Sleep_4h,Activity_Medium,Caffeine_High,Stress_High
Age_40.0s,Sleep_4h,Activity_Low,Caffeine_High,Stress_High
Age_40.0s,Sleep_8h,Activity_High,Caffeine_Medium,Stress_High
Age_60.0s,Sleep_4h,Activity_Low,Caffeine_Medium,Stress_High
Age_40.0s,Sleep_6h,Activity_Medium,Caffeine_High,Stress_High
Age_40.0s,Sleep_6h,Activity_Low,Caffeine_High,Stress_Moderate
Age_30.0s,Sleep_4h,Activity_High,Caffeine_Medium,Stress_Low
Age_50.0s,Sleep_6h,Activity_High,Caffeine_Low,Stress_Low
Age_30.0s,Sleep_4h,Activity_Low,Caffeine_Low,Stress_High
Age_30.0s,Sleep_4h,Activity_High,Caffeine_Low,Stress_Low
Age_10.0s,Sleep_4h,Activity_Low,Caffeine_Medium,Stress_High
Age_30.0s,Sleep_6h,Activity_High,Caffeine_Medium,Stress_High
Age_60.0s,Sleep_8h,Activity_Medium,Caffeine_Medium,Stress_Moderate
Age_10.0s,Sleep_4h,Activity_Low,Caffeine_Low,Stress_Moderate
Age_40.0s,Sleep_8h,Activity_Medium,Caffeine_Medium,Stress_Moderate
Age_40.0s,Sleep_2h,Activity_Low,Caffeine_Low,Stress_Moderate
Age_50.0s,Sleep_6h,Activity_High,Caffeine_Medium,Stress_High
Age_20.0s,Sleep_6h,Activity_High,Caffeine_High,Stress_High
Age_10.0s,Sleep_6h,Activity_High,Caffeine_Low,Stress_Low
Age_20.0s,Sleep_4h,Activity_High,Caffeine_High,Stress_Low
Age_40.0s,Sleep_2h,Activity_High,Caffeine_Medium,Stress_High
Age_50.0s,Sleep_6h,Activity_Medium,Caffeine_High,Stress_High
Age_20.0s,Sleep_2h,Activity_High,Caffeine_Medium,Stress_Moderate
Age_40.0s,Sleep_8h,Activity_High,Caffeine_High,Stress_Moderate
Age_20.0s,Sleep_4h,Activity_High,Caffeine_Medium,Stress_Moderate
Age_20.0s,Sleep_6h,Activity_High,Caffeine_High,Stress_High
Age_30.0s,Sleep_6h,Activity_High,Caffeine_Medium,Stress_Low
Age_60.0s,Sleep_6h,Activity_Low,Caffeine_Medium,Stress_High
Age_50.0s,Sleep_8h,Activity_Low,Caffeine_Medium,Stress_Low
Age_50.0s,Sleep_6h,Activity_Medium,Caffeine_High,Stress_Moderate
Age_40.0s,Sleep_2h,Activity_High,Caffeine_Medium,Stress_Moderate
Age_40.0s,Sleep_8h,Activity_Low,Caffeine_Medium,Stress_Moderate
Age_40.0s,Sleep_2h,Activity_High,Caffeine_Medium,Stress_High
Age_20.0s,Sleep_6h,Activity_High,Caffeine_Low,Stress_High
Age_40.0s,Sleep_8h,Activity_High,Caffeine_High,Stress_Low
Age_20.0s,Sleep_4h,Activity_High,Caffeine_High,Stress_Moderate
Age_10.0s,Sleep_6h,Activity_Medium,Caffeine_High,Stress_Moderate
Age_20.0s,Sleep_2h,Activity_Low,Caffeine_Medium,Stress_Moderate
Age_40.0s,Sleep_8h,Activity_High,Caffeine_Medium,Stress_Moderate
Age_40.0s,Sleep_6h,Activity_High,Caffeine_High,Stress_Moderate
Age_20.0s,Sleep_4h,Activity_High,Caffeine_High,Stress_High
Age_60.0s,Sleep_4h,Activity_High,Caffeine_Medium,Stress_Moderate
Age_50.0s,Sleep_6h,Activity_Low,Caffeine_Medium,Stress_High
Age_20.0s,Sleep_4h,Activity_High,Caffeine_Medium,Stress_High
Age_50.0s,Sleep_4h,Activity_Low,Caffeine_High,Stress_High
Age_40.0s,Sleep_6h,Activity_High,Caffeine_Medium,Stress_High
Age_60.0s,Sleep_8h,Activity_Low,Caffeine_Low,Stress_High
Age_20.0s,Sleep_4h,Activity_Low,Caffeine_Medium,Stress_Moderate
Age_50.0s,Sleep_2h,Activity_High,Caffeine_Medium,Stress_Moderate
Age_50.0s,Sleep_8h,Activity_High,Caffeine_High,Stress_Low
Age_40.0s,Sleep_4h,Activity_High,Caffeine_Medium,Stress_Moderate
Age_40.0s,Sleep_6h,Activity_High,Caffeine_High,Stress_High
Age_30.0s,Sleep_6h,Activity_Medium,Caffeine_Medium,Stress_Low
Age_40.0s,Sleep_4h,Activity_Medium,Caffeine_Medium,Stress_High
Age_60.0s,Sleep_6h,Activity_High,Caffeine_Low,Stress_Low
Age_60.0s,Sleep_6h,Activity_High,Caffeine_High,Stress_Moderate
Age_30.0s,Sleep_6h,Activity_High,Caffeine_Medium,Stress_High
Age_20.0s,Sleep_6h,Activity_Low,Caffeine_Medium,Stress_Moderate
Age_50.0s,Sleep_8h,Activity_Medium,Caffeine_High,Stress_Low
Age_30.0s,Sleep_6h,Activity_High,Caffeine_High,Stress_High
Age_30.0s,Sleep_4h,Activity_Low,Caffeine_Low,Stress_Moderate
Age_40.0s,Sleep_2h,Activity_Medium,Caffeine_High,Stress_Low
Age_30.0s,Sleep_2h,Activity_Medium,Caffeine_Low,Stress_Low
Age_20.0s,Sleep_8h,Activity_High,Caffeine_Low,Stress_Moderate
Age_20.0s,Sleep_8h,Activity_Low,Caffeine_Medium,Stress_Low
Age_20.0s,Sleep_2h,Activity_High,Caffeine_Low,Stress_Moderate
Age_50.0s,Sleep_6h,Activity_High,Caffeine_Medium,Stress_Moderate
Age_40.0s,Sleep_4h,Activity_Low,Caffeine_High,Stress_High
Age_30.0s,Sleep_8h,Activity_Medium,Caffeine_Medium,Stress_Low
Age_30.0s,Sleep_4h,Activity_Low,Caffeine_High,Stress_Low
Age_30.0s,Sleep_6h,Activity_Medium,Caffeine_Medium,Stress_Moderate
Age_50.0s,Sleep_4h,Activity_Medium,Caffeine_High,Stress_Low
Age_40.0s,Sleep_4h,Activity_Medium,Caffeine_Medium,Stress_High
Age_30.0s,Sleep_4h,Activity_Low,Caffeine_Low,Stress_Moderate
Age_10.0s,Sleep_6h,Activity_Medium,Caffeine_Medium,Stress_High
Age_10.0s,Sleep_4h,Activity_High,Caffeine_Medium,Stress_High
Age_60.0s,Sleep_4h,Activity_High,Caffeine_Medium,Stress_Moderate
Age_20.0s,Sleep_2h,Activity_Low,Caffeine_Low,Stress_High
Age_30.0s,Sleep_6h,Activity_High,Caffeine_Medium,Stress_Moderate
Age_20.0s,Sleep_8h,Activity_Medium,Caffeine_Medium,Stress_Moderate
Age_50.0s,Sleep_8h,Activity_Low,Caffeine_High,Stress_Moderate
Age_10.0s,Sleep_8h,Activity_Medium,Caffeine_Medium,Stress_High
Age_20.0s,Sleep_4h,Activity_High,Caffeine_Medium,Stress_Moderate
Age_40.0s,Sleep_8h,Activity_High,Caffeine_High,Stress_High
Age_20.0s,Sleep_6h,Activity_Low,Caffeine_High,Stress_Low
Age_30.0s,Sleep_4h,Activity_High,Caffeine_High,Stress_High
Age_20.0s,Sleep_4h,Activity_Low,Caffeine_Medium,Stress_High
Age_50.0s,Sleep_2h,Activity_Low,Caffeine_Medium,Stress_Low
Age_50.0s,Sleep_2h,Activity_High,Caffeine_High,Stress_High
Age_40.0s,Sleep_2h,Activity_Low,Caffeine_High,Stress_High
Age_20.0s,Sleep_4h,Activity_Low,Caffeine_High,Stress_Moderate
Age_50.0s,Sleep_4h,Activity_Medium,Caffeine_Medium,Stress_Low
Age_60.0s,Sleep_6h,Activity_High,Caffeine_Medium,Stress_Moderate
Age_50.0s,Sleep_6h,Activity_Medium,Caffeine_Medium,Stress_Moderate
Age_30.0s,Sleep_8h,Activity_High,Caffeine_Low,Stress_Low
Age_60.0s,Sleep_4h,Activity_High,Caffeine_High,Stress_Moderate
Age_40.0s,Sleep_4h,Activity_High,Caffeine_High,Stress_Moderate
Age_30.0s,Sleep_8h,Activity_Low,Caffeine_Low,Stress_High
Age_20.0s,Sleep_6h,Activity_High,Caffeine_High,Stress_Low
Age_40.0s,Sleep_8h,Activity_Low,Caffeine_High,Stress_Moderate
Age_60.0s,Sleep_6h,Activity_High,Caffeine_Medium,Stress_High
Age_40.0s,Sleep_6h,Activity_High,Caffeine_Medium,Stress_Moderate
Age_40.0s,Sleep_4h,Activity_Medium,Caffeine_Medium,Stress_Low
Age_30.0s,Sleep_8h,Activity_High,Caffeine_Medium,Stress_Moderate
Age_30.0s,Sleep_2h,Activity_High,Caffeine_High,Stress_High
Age_30.0s,Sleep_4h,Activity_Medium,Caffeine_Low,Stress_Moderate
Age_20.0s,Sleep_6h,Activity_High,Caffeine_High,Stress_Moderate
Age_50.0s,Sleep_6h,Activity_High,Caffeine_High,Stress_High
Age_10.0s,Sleep_8h,Activity_High,Caffeine_High,Stress_Low
Age_60.0s,Sleep_2h,Activity_Medium,Caffeine_Medium,Stress_Low
Age_40.0s,Sleep_6h,Activity_High,Caffeine_Low,Stress_Low
Age_50.0s,Sleep_6h,Activity_High,Caffeine_High,Stress_Moderate
Age_20.0s,Sleep_4h,Activity_Low,Caffeine_Medium,Stress_Moderate
Age_30.0s,Sleep_8h,Activity_High,Caffeine_High,Stress_High
Age_60.0s,Sleep_4h,Activity_Medium,Caffeine_Low,Stress_Moderate
Age_60.0s,Sleep_6h,Activity_Medium,Caffeine_High,Stress_Moderate
Age_20.0s,Sleep_8h,Activity_High,Caffeine_Medium,Stress_Low
Age_40.0s,Sleep_6h,Activity_High,Caffeine_High,Stress_Low
Age_40.0s,Sleep_8h,Activity_High,Caffeine_High,Stress_Low
Age_60.0s,Sleep_8h,Activity_Medium,Caffeine_Medium,Stress_High
Age_50.0s,Sleep_6h,Activity_Medium,Caffeine_Low,Stress_Moderate
Age_40.0s,Sleep_8h,Activity_High,Caffeine_Low,Stress_Moderate
Age_50.0s,Sleep_4h,Activity_High,Caffeine_High,Stress_Low
Age_20.0s,Sleep_8h,Activity_High,Caffeine_High,Stress_Moderate
Age_20.0s,Sleep_4h,Activity_Medium,Caffeine_Medium,Stress_Moderate
Age_30.0s,Sleep_8h,Activity_High,Caffeine_Medium,Stress_High
Age_30.0s,Sleep_6h,Activity_High,Caffeine_Low,Stress_High
Age_50.0s,Sleep_8h,Activity_Low,Caffeine_Medium,Stress_Low
Age_50.0s,Sleep_8h,Activity_Low,Caffeine_Low,Stress_High
Age_50.0s,Sleep_6h,Activity_High,Caffeine_Medium,Stress_Moderate
Age_50.0s,Sleep_6h,Activity_Medium,Caffeine_High,Stress_High
Age_50.0s,Sleep_8h,Activity_Low,Caffeine_Low,Stress_Moderate
Age_30.0s,Sleep_4h,Activity_Low,Caffeine_High,Stress_Moderate
Age_50.0s,Sleep_2h,Activity_Medium,Caffeine_Medium,Stress_Low
Age_40.0s,Sleep_4h,Activity_Low,Caffeine_Medium,Stress_High
Age_50.0s,Sleep_6h,Activity_None,Caffeine_Medium,Stress_Moderate
Age_20.0s,Sleep_4h,Activity_Low,Caffeine_Medium,Stress_High
Age_40.0s,Sleep_4h,Activity_High,Caffeine_High,Stress_Moderate
Age_50.0s,Sleep_2h,Activity_Low,Caffeine_Low,Stress_High
Age_30.0s,Sleep_4h,Activity_Medium,Caffeine_High,Stress_Low
Age_30.0s,Sleep_4h,Activity_Medium,Caffeine_High,Stress_Moderate
Age_40.0s,Sleep_4h,Activity_High,Caffeine_High,Stress_High
Age_40.0s,Sleep_4h,Activity_Low,Caffeine_Low,Stress_High
Age_20.0s,Sleep_6h,Activity_Medium,Caffeine_Medium,Stress_High
Age_40.0s,Sleep_4h,Activity_Low,Caffeine_High,Stress_Low
Age_50.0s,Sleep_8h,Activity_High,Caffeine_Medium,Stress_High
Age_50.0s,Sleep_6h,Activity_High,Caffeine_Low,Stress_Moderate
Age_20.0s,Sleep_2h,Activity_Low,Caffeine_High,Stress_Moderate
Age_60.0s,Sleep_4h,Activity_High,Caffeine_High,Stress_Moderate
